sentence,label
"An ill-conceived jumble that 's not scary , n",o
"Brainless , but enjoyably over-the-top , the retro gang melodrama , Deuces", 
Gets bogg,e
"`` What John does is heroic , but we do n't condone it , '' one of the film 's stars recently said , a tortuous comment that perfectly ill",u
"Like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see th",e
Its generic, 
Dripping with cliche and bypassing no oppor,t
Hard-core sla,s
Stiff and schm,a
The story the movie tells is of ,b
Too many improbabilities and rose-colored situa,t
"Generic slasher-movie nonsense , bu",t
With tiny little jokes and nary an, 
"It sticks rigidly to the paradigm , rarely pe",r
Ever see one of those comedies that j,u
Once Ice-T sticks his mug in the window of the couple 's BMW and begins harangu,i
The best drug addition movies are usually depressing bu,t
"Quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical per",f
It would be g,r
"In the end , all you can do is admi",r
For most movie,s
While, 
Sh,a
Tries so hard to be quirky and funny that the strain is ,a
"As immaculate as Stuart Little  is , it could be a lot better if it were , well , ",m
Simply a re-hash of the othe,r
"With jump cuts , fast editing and lots of pyrotechn",i
He fails, 
I found myself more appreciative of what the, 
A very depressing movie of many missed oppo,r
Go,e
By turns n,u
"Boy , has this franchise eve",r
"One problem with the movie , directed by Joel Schumacher , is that it jams too many prefabricated story elements into ",t
The comedy is non,e
.,.
"It 's a pedestrian , flat dra",m
A bland animated sequel that hardly ,s
It 's not just the vampires that are damned in Queen of the Damned -- the viewers will feel th,e
If religious films are n't, 
Otherwise, 
This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of, 
The pace a,n
"Stuffy , ful",l
"It is most of the things Costner movies are known for ; it 's sanctimonious , sel",f
Do n't let the subtitles fool you ; the movie only, 
Chai 's structure and pacing ar,e
To be oblivious to the existence of this film would be very sweet, 
T,h
One just waits grimly for the ne,x
Instead of panoramic swee,p
The director seems to take an un,s
This dubious product of a college-spawned -LRB- Colgate U. -RRB- comedy ensemble known as Broken Lizard plays like a mix ,o
"The movie does n't think much of its characters , its protagonist , or of us ",.
"Super Troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early ",z
... will always be remembered for the 9-11 terr,o
"After seeing the film , I can tell you that there 's no other reason why anyone should bother remembering", 
"Made me feel uneasy , even queasy , because -LRB- Solondz 's", 
"As a kind of colorful , dramatized PBS prog",r
"But , fo",r
W,i
Nights feels, 
"Although ... visually striking and slickly staged , it 's also cold , grey , ",a
You can see where Big Bad Lo,v
Friday After Next is the kind of film tha,t
It 's not as awful as some of the recent Hollywood trip tripe ... b,u
The only thing `` swept away ,'
One-sided documentary offe,r
"... Stylistically , the movie is a", 
The corpse count ultimately overrides what little we learn along the w,a
"As violent , profane and exploitative as the most offensive action flick you 've ",e
Egoyan 's work often elegantly considers various le,v
Life or Something Like It has its share of high po,i
Th,i
D,e
What 's hard to understand is why anybody picked it up ,.
Wiser souls would have tactfully pretended not t,o
Believability was n't o,n
Sewer rats could watch this movie and be so skeeved o,u
T,h
His best fil,m
"Just another disjointed , fairly predictable p",s
... st,u
Even the hasti,l
"Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and pr",o
"Busy urban comedy is clearly not Zhang 's forte , his directorial touch is neither light nor magical enou",g
Not ,c
-- but ,c
A movie that ca n't get sufficient distance from Leroy 's delusions to escape their maudli,n
It 's Young Guns ,m
- grea,s
"Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't mak",e
"The movie straddles the fence between escapism and social commentary , and on both sides it fal",l
The fil,m
Ca n't get enough of libidinous young city dweller,s
"Try this obscenely bad dark comedy , so crass that it makes Edward Burns ' Sidewalks of", 
"In The New Guy , even the bull gets recycle",d
"Largely , this is a movie that al",s
"On top of a foundering performance , -LRB- Madonna 's -RRB- denied her own athleticism by ",l
This is th,e
He ',s
"Patchy combination of soap opera , low-te",c
-LRB- Stevens is -RRB- so stoke,d
So boring that even its, 
One of the more glaring signs of this movie 's servitude to its superstar is the way it ski,r
Hollywood Ending is the most disappointing Wood,y
H,e
But the execution is a flop with the exception, 
"... generically , forgettably pleasant from start to finish ",.
It 's just hard ,t
"When not wallowing in its characters ' frustrations , the mo",v
"An overstylized , puréed mélange of sex , psy",c
Sometimes entertaining, 
"` Lovely and Amazing , ' unhappily , i",s
"Ringu is a disaster of a story , full of holes and completely", 
Ig,n
"This one is a few bits funnier than Malle 's dud , if", 
` It 's painful to watch Witherspoon 's talents wasting away inside unn,e
A plodding teen remake that ',s
Trying to figure out the rules of the Country Bear universe -- when are bears bears and wh,e
Even in terms of the low-grade c,h
"Amidst the action , the script carries Arnold -LRB- and the viewers -RRB- into", 
Rife with nutty cliches and far too m,u
It 's a 100-y,e
"... one big laugh , three or four mild giggles , and a ",w
Too intensely focused on t,h
Kenneth Branagh 's energetic sweet-and-sour performance as a curmudgeonly Bri,t
Director Uwe Boll and writer Robert Dean Klein fail to generate any interest in ,a
"Ms. Phoenix is completely lacking in charm and charisma , and is unable to project eith",e
The movie fails to portray its litera,r
A clichéd and shallow caution,a
The fetid underbell,y
A little w,e
"While it is welcome to see a Chinese film depict a homosexual relationship in a mature and frank fashion , Lan Yu never catches dramatic fire ",.
The script boasts some tart TV-i,n
Desp,i
"In both the writing and cutting , it does not achieve the kind", 
"You end up simply admiring this bit or that , this perfor",m
Ca,c
Worth seei,n
The original was n't a good movie but this remake makes it look like a mast,e
One suspects that Craven endorses They simply because this movie m,a
Gere gives a good performance in a film that d,o
Your appreciation of it will depend on what exper,i
Includes too much, 
"There 's no palpable chemistry between Lopez and male lead Ralph Fiennes , plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme", 
I 'm not sure which half of Dra,g
Do n't expect, 
The only camouflage Carvey sh,o
Shot like a postcard, 
Spain 's greatest star wattage does n't overcome the tumult, 
Conforms itself with creating a game of ` who 's who ' ... where the characters ' move,s
L,o
"The script is a tired one , with few moments of joy rising above the stal",e
Suffers from all the excesses of th,e
The verd,i
The latest Adam Sandler assault and possibl,y
"Downbeat , period-perfect biopic ham",m
"While the film is competent , it 's also uninspired , lacking the real talent and wit to", 
They, 
"It 's harmless , dive",r
But it 's hard to i,m
It ,'
Comedy troupe Bro,k
Pap invested in un,d
"A horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the dark",n
It 's a film with an i,d
"` All in all , Reign", 
"Occasionally funny , sometimes inspiring ",","
A movie in which two not very absorbing characters are engaged in a, 
The predominantly amateur ,c
Who are ` ,t
"Well , they 're ` they '", 
"They 're the unnamed , easily substitutable forces t",h
They exist for hushe,d
", ``", 
and `` ,t
"Elegantly crafted but emotionally cold , a puzzle whose", 
Were Dylan Thomas aliv,e
"The story has its redundancies , and the young actors , not very experienced , are sometimes", 
I ,'
It 's a visual Rorsc,h
The film is really closer to porn than a serious critique of what 's, 
Murder by Numbers just does, 
Clare Peploe 's airless movie, 
Video games are more involvi,n
Clayburgh and Tambor are charming performers ; neither, 
"A pale Xerox of other ,", 
... a hokey, 
"Illiterate , often inert sci-fi actio",n
"A perfect example of rancid , well-intentioned , but shamelessly manipul",a
The adventure does n't contain half the ex,c
