sentence,label
"Najaf Calm as Peace Deal Implemented Calm reigned in Najaf Friday, as Shi #;ite militants abandoned the holy Imam Ali shrine in accordan",c
"Iraq ; Margaret Hassan calla upon Britain to quit Iraq Iraq News, DUBAI - Iraqi-British hostage Margaret Hassan has again urged Britain to withdraw its troop",s
"Intel, wireless pioneer McCaw team up on WiMax The chipmaker and Craig McCaw's latest company partner on WiMax--a significant move for the emerging ind",u
"LuaLua stifles Anfield cheers STEVEN GERRARD stood and watched in disbelief, his hands on his hips, as his Liverpool team-mates contrived to undermi",n
Freddie Mac finds stability in this week #;s mort,g
"Freddie Mac, in its weekly survey released Thursday, reported that ",r
"AMD #;s Sempron Set for Holiday Showdown with Centrino AMD has introduced its latest Mobile AMD Sempron processor , which ",i
Built to comp,e
Titans #; McNair released from hospital McNair spent the past two nights in the hospital after bruising his breastbone late in the Titans #; - loss, 
"Raptors , Rocket",s
Islamic extremists #; ,p
El Mundo said the detainees had intended, 
Apple computer unveils mini-stores Capitalizing on the succe,s
Jerry Rice Reiterates Call for Trade (AP) AP - Jerry Rice was scheduled to meet with Oakland Raiders owner Al Davis on Wednesday night to discuss the receiver's fu,t
"NASA Telescopes Find Dust Rings Around (AP) AP - For the first time, scientists have found rings of dust around planet-bearing stars  #; an important confirmation of theories about how plane",t
"Apple to Recall , Laptop Batteries (Reuters) Reuter",s
"O) has\agreed to recall about , batteries used in its -inch\PowerBook G ",l
Consumer Product Safety\Commission, 
Microsoft Reveals More Intellectual Property Microsoft today released its third open-sourc,e
FlexWiki is a collaborative web-b,a
Allawi Talks to Iraqi Insurgents on Amnesty -Report (Reuters) Reuters - Iraq's interim prime minister Iyad\Allawi has hel,d
Afghan hostage deadline extended Militants holding three UN workers ho,s
The group had previously suggested it would start kill,i
Halliburton Payments May Be Withheld Inspector general for Iraqi recon,s
Gold Hits -Y,e
LONDON ,(
"Eight-year ban for Collins The United States Anti-Doping Agency last night banned the sprinter Michelle Collins for eight years, even though she has never tested positive for drugs, in a case which could have serious repercuss",i
IBM tops server speed test IBM #;s new top-end Power-based Unix server has a commanding lead in a performance test of servers running a large dat,a
US-led forces push to retake r,e
"Will the Yankees Sign Randy Johnson? (New York -WABC, December , ) - The New Yor",k
"Annan urges swift end to Sudan war, Darfur crisis (AFP) AFP - UN chief Kofi Annan called f",o
SanDisk doubles memory card capacities SanDisk on Tuesday announced ne,w
CDs to Dominate for Years Over Net Downloads-Study (Reuters) Reuters - The compact disc has at least another\five years a,s
Pfizer Lawyers Grill Dissenting Executive A drug company executive who spoke out in support of Montgomery County's proposal to import drugs from Canada and similar legislation befo,r
Ecclestone shrugs off court defeat with \$m offer BERNIE ECCLESTONE last nig,h
"UPDATE -Harmison hat-trick helps England to easy win England fast bowler Steve Harmison grabbed a hat-trick to set up an easy seven-wicket win over India in the first one-day international at Trent Bridge, Nottingham on Wedn",e
"Racist Taunts Rattle European Soccer Professional soccer teams, their national and international governing bodies and anti-racism groups have been grappling with a number of incidents around Europe over ",t
Oil prices hit new high - and more to come Crude oil prices will top \$US (\$A) a barrel for, 
"Game balls: Rating Game  or, in this case, cowboy boots -- as the boys from Houston so often wear -- and peaches -- in honor of Georgia #;s favorite fruit -- for performances in this year #;s National League Division ",s
Military operation in Pakistan #;s tribal area only against foreign &lt,;
Stocks Flat: Oil Outweighs Dollar Woes , 
Women #;s Tennis: Dementieva Defeats ,b
YOUTH IS KEY TO DAVIS CUP FUTURE - BATES Captain Jeremy Bates insists th,e
The British team remain stuck in the wilderness of the Euro-African zone ,a
Unite,d
Inquiry  CHICAGO, 
"N target=/stocks/quickinfo/fullquote""&gt",;
N&lt;/A&gt; and have subpoenaed  some accounting, 
"Ravens #; Battle Plans for Chiefs Once again, Ravens Insider staffer Dev Panchwagh breaks down t",h
Thos week: how ,t
"Martha #;s company upbeat Despite a wider quarterly loss, Martha Stewart Living Omnimedia was  quot;optimistic quot; about a spring",t
"But his innovative online file-sharing software, BitTorrent, has grown ",i
Paralympians warmly welcomed home Britain #;s Para,l
Team G,b
"Giants , Cowboys  Barber, w",h
Raptors Pound Pistons Loren Woods has  points and, 
Die in US Bomb,i
Militants T,h
Former Enron finance executive testifies in barge case HOUSTON (AP _ A former Enron finance executive say,s
"Buzz of possible Target, Bay deal Speculation of a possible deal be",t
Faster check-clearing benefits all of us A new law takes effect today ,t
It #;s also likely to have an impact on those who pull out a checkbook when it #;s time to pay the ,b
"Bodies Found in Nicaragua May Be Briton, American  MANAGUA, Nicara",g
"Bush Holds Two-Point Lead Over Kerry: Reuters Poll (Reuters) Reuters - President Bush holds a slim\two-point lead on Democratic rival John Kerry in the stretch\run of a tight race for the White House, according to a\Reuters/Z",o
Google Adwords Traffic Estimator Explained Google Adwords Traffic Estimator Explained\\Google added this great feature that helps AdWords customers figure out an estimated level of traffic that they should expect to see based on the ,c
But ad fe,a
CNN Chooses Ex-CBS Official as Its US Chief CNN announced another change in its top management yesterday,","
Tokyo Edge: Aut,u
How to smash a home comp,u
"Wal-Mart reports drop in shoppers Customer traffic fell in the past week from a year earlier, Wal-Mart said Saturday in a report on its comparab",l
IBM to pay \$M to part,i
Chase was on all summer -- now it's a dead heat They followed the Yankees across the summer and on into ,f
From June, 
Unbeaten Federer Marches Into Masters Semi-Finals  HOUSTON (Reuters) - World number one Roge,r
"DoCoMo closes in on UK i-mode deal NTT DoCoMo, Japan #;s largest mobile phone company, will announce an agreement next week for UK operator MMO to offer its i-mode services in the UK next year, according to peo",p
These meetings are hardly meaty ANAHEIM,","
Home Minister to ,v
Patil will also visit Poonch where an Army jawan and two militants we,r
Stocks R,i
PP Networks Score Legal Victory Against Studios File-sharing applications Morpheus and Grok,s
Spacecraft Design Pioneer Fa,g
"Faget is credited for conceiving Project Mercury, which put the first US astronauts into space, and was involved in the design of every US manned spacecraft afterw",a
Redesign Cripples Paypal Service Problems implementing a site redesign ,t
"The performance problems, ",w
"Italy In Anguish Over Fate Of Aid Workers In Iraq ROME, Sept  (AFP) - Italy sought on Thursday to play down the credibility of two claims about the murder of two Italian aid workers, both young women, taken hostage in Iraq but failed to", 
"Broadcast news: McGahee to start Willis McGahee will get the second start of his Bills career Sunday when Buffalo hosts the Arizona Cardinals, the running back said on a national radio broadca",s
Kerry Courts Jews With Hebrew Stickers (AP) AP - John Kerry boasts of flying an Israeli jet and c,a
Iran: ,u
"Uranium Program Ban 'Illegal' (AP) AP - Iran on Sunday denounced as ""illegal"" ",d
Holy DVD! &lt;i&gt;The Pass,i
Buttiglione regrets slur on gays The controversial incoming EU Justice Commissioner apologises for comment,s
Job Market Shifting by Degrees Research by professors at Northeastern University shows that a college student's major is more important than what college they attend in dete,r
"Expos Keep Dodgers at Bay With - Win (AP) AP - Giovanni Carrara walked Juan Rivera with the bases loaded and two outs in the ninth inning Monday night, spoiling Los Angeles' six-run ",c
"Home building surges Housing construction in August jumped to its highest level in five months, a dos",e
Rightist Party Threatens to Bolt Israeli Gov't  JERUSALEM (Reuters) - A rightist religious party voted on  Monday to quit Israel's ruling coalition if parliament approves  a withdrawal from Gaza or a bill to compensate settlers whom  Prime Minister Ariel ,s
Federal Court to Hear Microsoft Appeal of Internet Explorer Case (PC World) PC World - Software giant contesting order to pay  #; million in patent infringement v,e
Rwanda Urged to Show Restraint in C,o
Secretary-General Kofi Annan and the Security Council urge,d
"White, Leinart split top honors If Thursday was s",u
"Each won separate national player of the year honors, two highli",g
Blue Chips Slip on Reco,r
BALCO Founder Says Marion Jones Used St,e
BALCO founder Victor Conte has told ABC #;s  quot;/ quot; he witnessed the five-time Olympic m,e
"US consumer confidence unexpectedly fell in November The Conference Board,", 
"Eritrean Deportees Surrender After Hijacking, Diverting Pla",n
"Bell-ringer ban strikes sour note DONATING: Summer Ramson,, gets a hand from her grandmother, Barbara Daliposon, left, and Salvation Army volunteer Donna Clark as she donates money Friday at an Albertsons store", 
Network fighting huge Janet, 
Britain #;s Law takes equestrian silver ATHENS (Reuters) Britain #;s Leslie Law has won silver in the equestrian three-day event individual behind Bettina Hoy of Ge,r
Vancouver Sun Jason Bay prove,d
"On Monday, the Trail native proved he can also handle a so",f
Magna subsidiary Decoma to close Toronto-area plan,t
UPDATE -Bear Stearns to buy Cigna #;s TimesSquare bond firm Bea,r
"N: Quote, Profile, Research) on Tu",e
"N: Quote, Profi",l
Car bomb kills six in Baghdad Iraqi hospital officials say six people are dead from a car bombing that struck in northern Bag,h
An Iraqi official says the blast took place near the Mini,s
"Brushing off the buzz So, Bronson Arroyo , will you pitch Alex Rodriguez any differently tonight in Yankee Stadium than you did the last time you faced him at Fenway Par",k
"Football: Barcelona held - at Athletic Bilbao Barcelona were held to a one-all draw at Athletic Bilbao on Saturday, but the r",e
Space tourism legislation makes comeback After weathering the ups and do,w
Microsoft Unve,i
O qtype=sym infotype=info qcat=new,s
O&lt;/A&gt; unveiled on  Wednesday a new set of Web-based services allowing users of its  MSN serv,i
Nigeria #;s oil rebels fuel fears of global shortage A revolt in the African state is threatening to disrupt the countr,y
Christian Allen Purefoy reports from Lagos on the latest conflic,t
Sims : Face Lift of the Original ,t
"By the end, though, you realize the new version is just a tuneup of the ",o
Lore Sjberg, 
Pakistan kills militant wanted for Musharraf plot Pakistan #;s security agencies shot and killed a militant wanted for masterminding an assassination a,t
Campbell set to sign new Arsenal deal Sol Campbe,l
The England defender is expecting to tie up a few loose ends over the next couple of weeks before, 
"Update : EU Head Office Trims  Growth Forecast The European Union #;s head office issued a bleak economic report Tuesday, warning", 
"North Korea nuclear issue must be resolved peacefully, South &lt;b",&
